"WB"	"min"	"max"	"value"	"n"	"Indicator"	"Unit"	"type"	"Kysttype"	"Salinitet"	"SalinityClass"	"Match"	"MatchValue"	"Region"	"Kvalitetselement"	"Indikator"	"NotUsed"	"Ref"	"HG"	"GM"	"MP"	"PB"	"Worst"	"ClassID"	"EQR"	"Class"
"0130010301-1-C"	64.1792245644789	83.5409325452951	73.5621349029695	19	"TN_summer"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), sommer"	NA	NA	250	330	500	800	NA	5	0.9	"High"
"0130010301-2-C"	86.1839966040391	200.732345874493	115.536370105534	35	"TN_summer"	"[µg-N/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), sommer"	NA	NA	250	330	500	800	NA	5	0.9	"High"
"0130010302-2-C"	121.548938311063	126.390486570505	124.035205107469	4	"TN_summer"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), sommer"	NA	NA	250	330	500	800	NA	5	0.9	"High"
"0130010400-1-C"	129.996930562533	177.151811379653	142.134503107805	14	"TN_summer"	"[µg-N/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), sommer"	NA	NA	250	330	500	800	NA	5	0.9	"High"
"0130010400-2-C"	132.383043252505	132.383043252505	132.383043252505	1	"TN_summer"	"[µg-N/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), sommer"	NA	NA	250	330	500	800	NA	5	0.9	"High"
"0130010500-C"	137.98193520766	147.091403154226	141.809392562279	3	"TN_summer"	"[µg-N/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), sommer"	NA	NA	250	330	500	800	NA	5	0.9	"High"
"0130010700-C"	75.1371106001047	105.740446072358	86.5947688616239	5	"TN_summer"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), sommer"	NA	NA	250	330	500	800	NA	5	0.9	"High"
"0131000030-C"	35.8812599365528	41.1333092726194	36.7620437493992	122	"TN_summer"	"[µg-N/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), sommer"	NA	NA	250	330	500	800	NA	5	0.9	"High"
"0131010100-1-C"	36.3037554667546	38.9351646166581	37.2325960095783	41	"TN_summer"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), sommer"	NA	NA	250	330	500	800	NA	5	0.9	"High"
"0131010100-2-C"	36.2611604653872	39.3339356275705	37.2045274342482	16	"TN_summer"	"[µg-N/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), sommer"	NA	NA	250	330	500	800	NA	5	0.9	"High"
"0131010200-C"	38.1795149949881	38.5017321293171	38.329818386298	4	"TN_summer"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), sommer"	NA	NA	250	330	500	800	NA	5	0.9	"High"
"0131020201-C"	39.5638307608091	45.5352722131289	41.9508957633605	4	"TN_summer"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), sommer"	NA	NA	250	330	500	800	NA	5	0.9	"High"
"0131020202-C"	36.5047874817481	39.1439272073599	37.1938522875091	21	"TN_summer"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), sommer"	NA	NA	250	330	500	800	NA	5	0.9	"High"
"0131020300-C"	37.3816373531635	43.6774181769444	39.7009348823474	16	"TN_summer"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), sommer"	NA	NA	250	330	500	800	NA	5	0.9	"High"
"0131020400-C"	45.0157913244688	48.9970544301547	47.4517618876237	3	"TN_summer"	"[µg-N/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), sommer"	NA	NA	250	330	500	800	NA	5	0.9	"High"
"0132000030-C"	35.5055070290199	53.710290817114	37.6438740978115	304	"TN_summer"	"[µg-N/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), sommer"	NA	NA	250	330	500	800	NA	5	0.9	"High"
"0132010100-C"	46.4651903189146	140.502464147714	67.4195798155824	26	"TN_summer"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), sommer"	NA	NA	250	330	500	800	NA	5	0.9	"High"
"0132010300-C"	36.9168355648334	61.1026749610901	50.4094982972512	10	"TN_summer"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), sommer"	NA	NA	250	330	500	800	NA	5	0.9	"High"
"0132010400-C"	36.5062537193298	36.5062537193298	36.5062537193298	1	"TN_summer"	"[µg-N/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), sommer"	NA	NA	250	330	500	800	NA	5	0.9	"High"
"0132030300-C"	39.5375381799845	41.1327651097224	40.3201722915356	3	"TN_summer"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), sommer"	NA	NA	250	330	500	800	NA	5	0.9	"High"
"0132030400-C"	34.182246189851	35.0366764068604	34.5933638780545	3	"TN_summer"	"[µg-N/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), sommer"	NA	NA	250	330	500	800	NA	5	0.9	"High"
"0132030500-C"	35.0340447976039	35.6952487872197	35.3646467924118	2	"TN_summer"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), sommer"	NA	NA	250	330	500	800	NA	5	0.9	"High"
"0132030600-C"	35.8241398334503	36.2569550184103	36.0405474259303	2	"TN_summer"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), sommer"	NA	NA	250	330	500	800	NA	5	0.9	"High"
"0201000030-2-C"	36.890953210684	37.4802496616657	37.1220085070683	8	"TN_summer"	"[µg-N/l]"	"N2"	"Moderat eksponert kyst"	"Euhalin (> 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), sommer"	NA	NA	250	330	500	800	NA	5	0.9	"High"
"0201000030-3-C"	33.5574339169722	43.2770396929521	36.2023130145186	231	"TN_summer"	"[µg-N/l]"	"N1"	"Åpen eksponert kyst"	"Euhalin (> 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), sommer"	NA	NA	250	330	500	800	NA	5	0.9	"High"
"0201000031-C"	36.9942761201125	70.8373883137336	43.3694434205254	252	"TN_summer"	"[µg-N/l]"	"N1"	"Åpen eksponert kyst"	"Euhalin (> 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), sommer"	NA	NA	250	330	500	800	NA	5	0.9	"High"
"0201010200-C"	31.263835301766	34.3718340947078	32.6634810458009	32	"TN_summer"	"[µg-N/l]"	"N4"	"Ferskvannspåvirket beskyttet fjord"	"Polyhalin (18 - 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), sommer"	NA	NA	250	330	500	800	NA	5	0.9	"High"
"0201010300-C"	32.5775064138266	33.3259867521433	32.8218017061787	13	"TN_summer"	"[µg-N/l]"	"N4"	"Ferskvannspåvirket beskyttet fjord"	"Polyhalin (18 - 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), sommer"	NA	NA	250	330	500	800	NA	5	0.9	"High"
"0201010400-C"	33.5236741029299	36.520258976863	34.7101204367079	13	"TN_summer"	"[µg-N/l]"	"N2"	"Moderat eksponert kyst"	"Euhalin (> 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), sommer"	NA	NA	250	330	500	800	NA	5	0.9	"High"
"0201010500-C"	33.4733851139362	33.4733851139362	33.4733851139362	1	"TN_summer"	"[µg-N/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), sommer"	NA	NA	250	330	500	800	NA	5	0.9	"High"
"0201010600-C"	33.7603441018325	33.951400243319	33.8558721725757	2	"TN_summer"	"[µg-N/l]"	"N4"	"Ferskvannspåvirket beskyttet fjord"	"Polyhalin (18 - 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), sommer"	NA	NA	250	330	500	800	NA	5	0.9	"High"
"0201010700-1-C"	43.154445868272	44.4895373124343	43.9242775562482	3	"TN_summer"	"[µg-N/l]"	"N3"	"Beskyttet kyst/fjord"	"Euhalin (> 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), sommer"	NA	NA	250	330	500	800	NA	5	0.9	"High"
"0201010700-2-C"	46.2770409767444	46.2770409767444	46.2770409767444	1	"TN_summer"	"[µg-N/l]"	"N3"	"Beskyttet kyst/fjord"	"Euhalin (> 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), sommer"	NA	NA	250	330	500	800	NA	5	0.9	"High"
"0201010800-C"	42.215217425273	83.6595778281872	59.725292002661	13	"TN_summer"	"[µg-N/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), sommer"	NA	NA	250	330	500	800	NA	5	0.9	"High"
"0201010900-C"	87.8380827353551	174.780556898851	127.687541270256	10	"TN_summer"	"[µg-N/l]"	"N5"	"Sterkt ferskvannspåvirket fjord"	"Mesohalin (5 - 18)"	"5"	"SalinityClass"	"5"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), sommer"	NA	NA	250	383	538	800	NA	5	0.9	"High"
"0201011000-C"	49.1771555313697	66.4717598695021	55.1398680965286	17	"TN_summer"	"[µg-N/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), sommer"	NA	NA	250	330	500	800	NA	5	0.9	"High"
"0201011100-C"	49.7177634972792	49.7177634972792	49.7177634972792	1	"TN_summer"	"[µg-N/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), sommer"	NA	NA	250	330	500	800	NA	5	0.9	"High"
"0201011400-C"	45.8432683394505	45.8432683394505	45.8432683394505	1	"TN_summer"	"[µg-N/l]"	"N3"	"Beskyttet kyst/fjord"	"Euhalin (> 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), sommer"	NA	NA	250	330	500	800	NA	5	0.9	"High"
"0201020100-1-C"	65.2580969517048	158.736139847682	99.7039279064416	21	"TN_summer"	"[µg-N/l]"	"N2"	"Moderat eksponert kyst"	"Euhalin (> 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), sommer"	NA	NA	250	330	500	800	NA	5	0.9	"High"
"0201020200-C"	79.6996693427746	88.3242414914645	84.1025347893055	3	"TN_summer"	"[µg-N/l]"	"N2"	"Moderat eksponert kyst"	"Euhalin (> 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), sommer"	NA	NA	250	330	500	800	NA	5	0.9	"High"
"0201020302-C"	160.814581760993	275.934952662541	207.983763542401	13	"TN_summer"	"[µg-N/l]"	"N5"	"Sterkt ferskvannspåvirket fjord"	"Mesohalin (5 - 18)"	"5"	"SalinityClass"	"5"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), sommer"	NA	NA	250	383	538	800	NA	5	0.9	"High"
"0201020400-C"	78.1770844092736	149.768341834729	115.606065694269	22	"TN_summer"	"[µg-N/l]"	"N3"	"Beskyttet kyst/fjord"	"Euhalin (> 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), sommer"	NA	NA	250	330	500	800	NA	5	0.9	"High"
"0201020800-C"	58.0711193268116	87.016709951254	73.8296510760601	4	"TN_summer"	"[µg-N/l]"	"N2"	"Moderat eksponert kyst"	"Euhalin (> 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), sommer"	NA	NA	250	330	500	800	NA	5	0.9	"High"
"0101000030-1-C"	94.6494429352578	171.897135107705	100.669834428356	547	"TN_winter"	"[µg-N/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0101000030-2-C"	94.3778972893618	97.8922909672341	95.675873426154	401	"TN_winter"	"[µg-N/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0101000031-C"	94.3404079072931	109.780355169532	97.0370676020347	190	"TN_winter"	"[µg-N/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0101000032-3-C"	97.3976434643349	106.212739612279	99.9704358989114	185	"TN_winter"	"[µg-N/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0101000032-4-C"	97.8165288935886	148.789631800705	106.905630615715	190	"TN_winter"	"[µg-N/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0101010301-C"	124.985447594289	190.556118782986	157.545794058092	74	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0101010305-C"	139.542004338811	141.865352544892	140.724544838037	5	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0101010306-C"	136.685531616211	162.197784873877	147.187050902777	16	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0101010401-C"	163.467237429672	230.1005658139	198.00893861936	67	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0101010405-C"	210.893265370573	317.216736804234	260.232338756292	22	"TN_winter"	"[µg-N/l]"	"S5"	"Sterkt ferskvannspåvirket fjord"	"Skagerak (5 - 25)"	"18"	"SalinityClass"	"18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	398	559	800	NA	5	0.9	"High"
"0101010406-C"	110.63910369123	110.63910369123	110.63910369123	1	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0101010407-C"	113.326646976257	193.646476038386	171.458476532711	4	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0101010408-C"	175.969657587201	194.889939940378	186.0141327744	11	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0101010500-C"	119.715616729822	219.146788157774	153.15989646725	31	"TN_winter"	"[µg-N/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0101020101-1-C"	102.271867210945	122.184539853857	108.781785728703	123	"TN_winter"	"[µg-N/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0101020101-2-C"	102.022664150495	122.463644552767	107.57492656686	177	"TN_winter"	"[µg-N/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0101020102-2-C"	110.619174116113	110.619174116113	110.619174116113	1	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0101020104-C"	105.918466814448	106.054364600878	105.99056006728	3	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0101020105-C"	105.347105197692	107.119303167536	106.350013336439	7	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0101020200-1-C"	104.123548030853	128.014828933759	111.418468258499	74	"TN_winter"	"[µg-N/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0101020200-2-C"	113.866651159994	144.62241996808	126.798693524727	95	"TN_winter"	"[µg-N/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0101020300-1-C"	134.579636220182	156.834966477383	146.446904314591	21	"TN_winter"	"[µg-N/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0101020300-2-C"	115.744032527624	146.541729959209	122.997337858935	137	"TN_winter"	"[µg-N/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0101020500-C"	116.989729420523	120.883339635442	119.471241460222	55	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0101020601-C"	118.365706593803	129.187362670898	120.565674580498	187	"TN_winter"	"[µg-N/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0101020602-C"	125.212887281782	131.989511682746	129.345411505443	9	"TN_winter"	"[µg-N/l]"	"S5"	"Sterkt ferskvannspåvirket fjord"	"Skagerak (5 - 25)"	"18"	"SalinityClass"	"18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	398	559	800	NA	5	0.9	"High"
"0101020603-C"	121.025756000133	121.325958862733	121.179376848628	7	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0101020701-5-C"	121.926882443803	129.395301079482	123.579941473894	66	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0101020702-1-C"	124.725675443585	130.712541065859	127.719108254722	2	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0101020702-2-C"	123.44955046793	127.965706846687	125.16085410386	14	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0101020801-C"	224.133959202284	334.563189688693	249.743026459797	60	"TN_winter"	"[µg-N/l]"	"S5"	"Sterkt ferskvannspåvirket fjord"	"Skagerak (5 - 25)"	"18"	"SalinityClass"	"18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	398	559	800	NA	5	0.9	"High"
"0101020802-C"	205.437024620142	224.038080708364	216.60424408484	24	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0101020900-C"	160.689415342352	177.272023918923	168.71673603203	31	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0101021000-1-C"	126.609172971061	183.980642233002	145.291858852156	38	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0101021000-2-C"	154.154316848583	210.483639727817	173.63294634069	80	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0101021100-C"	149.833883510547	159.910419174794	153.874815431873	6	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0101030101-6-C"	108.444688807713	131.539082087828	117.274899731325	15	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0101030102-1-C"	99.821232897512	108.353200912476	103.8232451021	7	"TN_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
"0101030102-2-C"	94.109470667464	100.920382542557	95.3314876791591	59	"TN_winter"	"[µg-N/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Total nitrogen (µg N/l), vinter"	NA	NA	291	380	560	800	NA	5	0.9	"High"
